기준일,시장구분,지수명,PER,FPER,PBR,DY,adr,종가
2000-01-04,KOSDAQ,코스닥,27.4,,,,,2660
2000-01-05,KOSDAQ,코스닥,26.9,,,,,2629.5
2000-01-06,KOSDAQ,코스닥,26.6,,,,,2475.2
2000-01-07,KOSDAQ,코스닥,25,,,,,2276.6
2000-01-10,KOSDAQ,코스닥,24.2,,,,,2310.8
2000-01-11,KOSDAQ,코스닥,24.2,,,,,2423.9
2000-01-12,KOSDAQ,코스닥,22.8,,,,,2278.1
2000-01-13,KOSDAQ,코스닥,21.4,,,,,2122.4
2000-01-14,KOSDAQ,코스닥,20.3,,,,,2034.3
2000-01-17,KOSDAQ,코스닥,20.3,,,,,2058.6
2000-01-18,KOSDAQ,코스닥,21.1,,,,,2114.4
2000-01-19,KOSDAQ,코스닥,20,,,,,1925.1
2000-01-20,KOSDAQ,코스닥,19.8,,,,,1896.3
2000-01-21,KOSDAQ,코스닥,20,,,,,1918.8
2000-01-24,KOSDAQ,코스닥,20.7,,,,,1993.5
2000-01-25,KOSDAQ,코스닥,20,,,,,1878
2000-01-26,KOSDAQ,코스닥,19.9,,,,,1849.5
2000-01-27,KOSDAQ,코스닥,19.1,,,,,1785
2000-01-28,KOSDAQ,코스닥,19.7,,,,,1860.7
2000-01-31,KOSDAQ,코스닥,19.5,,,,,1903.7
2000-02-01,KOSDAQ,코스닥,20.6,,,,,1987.6
2000-02-02,KOSDAQ,코스닥,21.9,,,,,2063.8
2000-02-03,KOSDAQ,코스닥,22.9,,,,,2177
2000-02-07,KOSDAQ,코스닥,24.9,,,,,2394.9
2000-02-08,KOSDAQ,코스닥,24.4,,,,,2336.5
2000-02-09,KOSDAQ,코스닥,25.7,,,,,2471.4
2000-02-10,KOSDAQ,코스닥,26.1,,,,,2456.9
2000-02-11,KOSDAQ,코스닥,27.9,,,,,2620.8
2000-02-14,KOSDAQ,코스닥,27.7,,,,,2667.1
2000-02-15,KOSDAQ,코스닥,26.2,,,,,2451.5
2000-02-16,KOSDAQ,코스닥,26.8,,,,,2519.7
2000-02-17,KOSDAQ,코스닥,28.9,,,,,2623.7
2000-02-18,KOSDAQ,코스닥,30.8,,,,,2644.8
2000-02-21,KOSDAQ,코스닥,31.8,,,,,2593.6
2000-02-22,KOSDAQ,코스닥,31.7,,,,,2578
2000-02-23,KOSDAQ,코스닥,31,,,,,2467.2
2000-02-24,KOSDAQ,코스닥,33.3,,,,,2643.3
2000-02-25,KOSDAQ,코스닥,34.9,,,,,2634.2
2000-02-28,KOSDAQ,코스닥,36.9,,,,,2551.6
2000-02-29,KOSDAQ,코스닥,39.1,,,,,2663.7
2000-03-02,KOSDAQ,코스닥,41.6,,,,,2811
2000-03-03,KOSDAQ,코스닥,41.1,,,,,2724
2000-03-06,KOSDAQ,코스닥,39.6,,,,,2682.5
2000-03-07,KOSDAQ,코스닥,38.4,,,,,2665.9
2000-03-08,KOSDAQ,코스닥,40.1,,,,,2706.7
2000-03-09,KOSDAQ,코스닥,42.4,,,,,2818.9
2000-03-10,KOSDAQ,코스닥,43.5,,,,,2834.4
2000-03-13,KOSDAQ,코스닥,45.1,,,,,2794.5
2000-03-14,KOSDAQ,코스닥,46,,,,,2767.3
2000-03-15,KOSDAQ,코스닥,47,,,,,2711.4
2000-03-16,KOSDAQ,코스닥,45,,,,,2655
2000-03-17,KOSDAQ,코스닥,43.1,,,,,2495.5
2000-03-20,KOSDAQ,코스닥,40,,,,,2308.2
2000-03-21,KOSDAQ,코스닥,38,,,,,2192.7
2000-03-22,KOSDAQ,코스닥,40.2,,,,,2326.4
2000-03-23,KOSDAQ,코스닥,39.2,,,,,2319.6
2000-03-24,KOSDAQ,코스닥,40.2,,,,,2326.8
2000-03-27,KOSDAQ,코스닥,40.2,,,,,2403.4
2000-03-28,KOSDAQ,코스닥,41.6,,,,,2417.8
2000-03-30,KOSDAQ,코스닥,41.6,,,,,2260.8
2000-03-31,KOSDAQ,코스닥,42.4,,,,,2212.7
2000-04-03,KOSDAQ,코스닥,41.4,,,,,2044.3
2000-04-03,KOSPI,코스피,29.85,,,1.3,,846.44
2000-04-04,KOSDAQ,코스닥,39.4,,,,,1934.7
2000-04-04,KOSPI,코스피,29.28,,,1.33,,830.16
2000-04-06,KOSDAQ,코스닥,39,,,,,1913.1
2000-04-06,KOSPI,코스피,28.35,,,1.37,,804.35
2000-04-07,KOSDAQ,코스닥,41,,,,,2059.7
2000-04-07,KOSPI,코스피,29.49,,,1.32,,837.38
2000-04-10,KOSDAQ,코스닥,43,,,,,2235.8
2000-04-10,KOSPI,코스피,30.65,,,1.27,,870.17
2000-04-11,KOSDAQ,코스닥,40.7,,,,,2055.1
2000-04-11,KOSPI,코스피,30.14,,,1.29,,855.05
2000-04-12,KOSDAQ,코스닥,27.9,,,,,2086.7
2000-04-12,KOSPI,코스피,29.35,,,1.32,,837.01
2000-04-14,KOSDAQ,코스닥,25.5,,,,,1958.7
2000-04-14,KOSPI,코스피,28.08,,,1.38,,800.89
2000-04-17,KOSDAQ,코스닥,22.7,,,,,1735.4
2000-04-17,KOSPI,코스피,24.6,,,1.57,,707.72
2000-04-18,KOSDAQ,코스닥,21.5,,,,,1669.9
2000-04-18,KOSPI,코스피,25.92,,,1.48,,747.3
2000-04-19,KOSDAQ,코스닥,21.4,,,,,1696.6
2000-04-19,KOSPI,코스피,26.21,,,1.47,,755.08
2000-04-20,KOSDAQ,코스닥,22.1,,,,,1686.8
2000-04-20,KOSPI,코스피,26.49,,,1.46,,761.25
2000-04-21,KOSDAQ,코스닥,22.2,,,,,1792.5
2000-04-21,KOSPI,코스피,26.69,,,1.45,,767.16
2000-04-24,KOSDAQ,코스닥,21.7,,,,,1706
2000-04-24,KOSPI,코스피,25.97,,,1.48,,747.58
2000-04-25,KOSDAQ,코스닥,21.4,,,,,1697.5
2000-04-25,KOSPI,코스피,25.61,,,1.5,,737.2
2000-04-26,KOSDAQ,코스닥,21.5,,,,,1662
2000-04-26,KOSPI,코스피,24.77,,,1.55,,713.23
2000-04-27,KOSDAQ,코스닥,21.4,,,,,1575.2
2000-04-27,KOSPI,코스피,24.04,,,1.6,,692.07
2000-04-28,KOSDAQ,코스닥,21.4,,,,,1581.8
2000-04-28,KOSPI,코스피,25.14,,,1.53,,725.39
2000-05-02,KOSDAQ,코스닥,18.9,,,,,1667
2000-05-02,KOSPI,코스피,26.09,,,1.47,,752.59
2000-05-03,KOSDAQ,코스닥,19.9,,,,,1655.8
2000-05-03,KOSPI,코스피,26.15,,,1.47,,752.76
2000-05-04,KOSDAQ,코스닥,20.9,,,,,1692.7
2000-05-04,KOSPI,코스피,26.02,,,1.48,,751.29
2000-05-08,KOSDAQ,코스닥,21.9,,,,,1734.3
2000-05-08,KOSPI,코스피,26.42,,,1.44,,770.24
2000-05-09,KOSDAQ,코스닥,21.8,,,,,1732.3
2000-05-09,KOSPI,코스피,26.11,,,1.46,,760.85
2000-05-10,KOSDAQ,코스닥,23.1,,,,,1777.7
2000-05-10,KOSPI,코스피,26.07,,,1.46,,759.51
2000-05-12,KOSDAQ,코스닥,24.6,,,,,1774.2
2000-05-12,KOSPI,코스피,25.41,,,1.5,,740.3
2000-05-15,KOSDAQ,코스닥,23.8,,,,,1657.9
2000-05-15,KOSPI,코스피,25,,,1.52,,728.67
2000-05-16,KOSDAQ,코스닥,23.1,,,,,1614
2000-05-16,KOSPI,코스피,25.62,,,1.49,,746.77
2000-05-17,KOSDAQ,코스닥,23.4,,,,,1500.3
2000-05-17,KOSPI,코스피,24.93,,,1.53,,727.18
2000-05-18,KOSDAQ,코스닥,22.7,,,,,1363.7
2000-05-18,KOSPI,코스피,24.46,,,1.56,,712.95
2000-05-19,KOSDAQ,코스닥,20.9,,,,,1350
2000-05-19,KOSPI,코스피,24.98,,,1.5,,730.68
2000-05-22,KOSDAQ,코스닥,19,,,,,1224.1
2000-05-22,KOSPI,코스피,23.54,,,1.59,,691.61
2000-05-23,KOSDAQ,코스닥,17.5,,,,,1183.3
2000-05-23,KOSPI,코스피,23.15,,,1.62,,679.76
2000-05-24,KOSDAQ,코스닥,16.2,,,,,1154.6
2000-05-24,KOSPI,코스피,22.97,,,1.63,,674.95
2000-05-25,KOSDAQ,코스닥,17.7,,,,,1275.4
2000-05-25,KOSPI,코스피,25.3,,,1.57,,699.53
2000-05-26,KOSDAQ,코스닥,16.6,,,,,1232.8
2000-05-26,KOSPI,코스피,23.44,,,1.68,,656.66
2000-05-29,KOSDAQ,코스닥,15.5,,,,,1227.8
2000-05-29,KOSPI,코스피,23.4,,,1.68,,655.93
2000-05-30,KOSDAQ,코스닥,16.4,,,,,1305.8
2000-05-30,KOSPI,코스피,24.64,,,1.59,,691.26
2000-05-31,KOSDAQ,코스닥,17.8,,,,,1441.5
2000-05-31,KOSPI,코스피,26.22,,,1.5,,731.88
2000-06-01,KOSDAQ,코스닥,17.1,,,,,1468.4
2000-06-01,KOSPI,코스피,26.47,,,1.49,,738.49
2000-06-02,KOSDAQ,코스닥,17.2,,,,,1489.9
2000-06-02,KOSPI,코스피,27.25,,,1.45,,760.69
2000-06-05,KOSDAQ,코스닥,18.5,,,,,1585.9
2000-06-05,KOSPI,코스피,28.43,,,1.39,,794.21
2000-06-07,KOSDAQ,코스닥,20.6,,,,,1668.5
2000-06-07,KOSPI,코스피,29.46,,,1.34,,822.54
2000-06-08,KOSDAQ,코스닥,19.5,,,,,1698.7
2000-06-08,KOSPI,코스피,28.65,,,1.38,,800.11
2000-06-09,KOSDAQ,코스닥,19.5,,,,,1661.8
2000-06-09,KOSPI,코스피,29.94,,,1.32,,836.4
2000-06-12,KOSDAQ,코스닥,20.3,,,,,1666.1
2000-06-12,KOSPI,코스피,30.26,,,1.3,,845.81
2000-06-13,KOSDAQ,코스닥,19.5,,,,,1560.1
2000-06-13,KOSPI,코스피,28.66,,,1.38,,804.45
2000-06-14,KOSDAQ,코스닥,19.5,,,,,1547.6
2000-06-14,KOSPI,코스피,29.08,,,1.36,,819.27
2000-06-15,KOSDAQ,코스닥,18.3,,,,,1434.2
2000-06-15,KOSPI,코스피,27.39,,,1.44,,770.95
2000-06-16,KOSDAQ,코스닥,18,,,,,1468.7
2000-06-16,KOSPI,코스피,26.97,,,1.46,,759.04
2000-06-19,KOSDAQ,코스닥,17.3,,,,,1423.8
2000-06-19,KOSPI,코스피,26.84,,,1.47,,755.38
2000-06-20,KOSDAQ,코스닥,17.6,,,,,1461.2
2000-06-20,KOSPI,코스피,27.87,,,1.42,,785.32
2000-06-21,KOSDAQ,코스닥,17.7,,,,,1520.1
2000-06-21,KOSPI,코스피,27.7,,,1.42,,781.87
2000-06-22,KOSDAQ,코스닥,17.9,,,,,1506.9
2000-06-22,KOSPI,코스피,27.71,,,1.42,,782.24
2000-06-23,KOSDAQ,코스닥,17.8,,,,,1492
2000-06-23,KOSPI,코스피,27.57,,,1.43,,778.94
2000-06-26,KOSDAQ,코스닥,18.2,,,,,1557
2000-06-26,KOSPI,코스피,28.03,,,1.41,,791.55
2000-06-27,KOSDAQ,코스닥,18.3,,,,,1557.8
2000-06-27,KOSPI,코스피,28.7,,,1.38,,809.87
2000-06-28,KOSDAQ,코스닥,18.4,,,,,1559.9
2000-06-28,KOSPI,코스피,29.02,,,1.36,,818.73
2000-06-29,KOSDAQ,코스닥,18.4,,,,,1535.7
2000-06-29,KOSPI,코스피,29.08,,,1.36,,818.9
2000-06-30,KOSDAQ,코스닥,18.1,,,,,1518.6
2000-06-30,KOSPI,코스피,29.17,,,1.36,,821.22
2000-07-03,KOSDAQ,코스닥,18.2,,,,,1545.4
2000-07-03,KOSPI,코스피,29.65,,,1.34,,835.21
2000-07-04,KOSDAQ,코스닥,15.5,,,,,1516.8
2000-07-04,KOSPI,코스피,29.07,,,1.36,,818.53
2000-07-05,KOSDAQ,코스닥,14.6,,,,,1436.9
2000-07-05,KOSPI,코스피,29.5,,,1.34,,830.4
2000-07-06,KOSDAQ,코스닥,14.5,,,,,1408.3
2000-07-06,KOSPI,코스피,29.78,,,1.33,,837.63
2000-07-07,KOSDAQ,코스닥,14.5,,,,,1416.5
2000-07-07,KOSPI,코스피,29.94,,,1.33,,841.74
2000-07-10,KOSDAQ,코스닥,14.4,,,,,1420.8
2000-07-10,KOSPI,코스피,30.28,,,1.31,,851.47
2000-07-11,KOSDAQ,코스닥,13.6,,,,,1359.5
2000-07-11,KOSPI,코스피,29.79,,,1.33,,836.86
2000-07-12,KOSDAQ,코스닥,13.7,,,,,1390.2
2000-07-12,KOSPI,코스피,29.87,,,1.33,,839.76
2000-07-13,KOSDAQ,코스닥,13.5,,,,,1368.7
2000-07-13,KOSPI,코스피,30.09,,,1.32,,845.75
2000-07-14,KOSDAQ,코스닥,13.6,,,,,1351.7
2000-07-14,KOSPI,코스피,29.45,,,1.35,,827.95
2000-07-18,KOSDAQ,코스닥,13.6,,,,,1327.2
2000-07-18,KOSPI,코스피,28.92,,,1.37,,812.33
2000-07-19,KOSDAQ,코스닥,13.1,,,,,1248.6
2000-07-19,KOSPI,코스피,28.38,,,1.4,,797.3
2000-07-20,KOSDAQ,코스닥,12.9,,,,,1251.5
2000-07-20,KOSPI,코스피,28.95,,,1.43,,778.9
2000-07-21,KOSDAQ,코스닥,13.2,,,,,1241.3
2000-07-21,KOSPI,코스피,29.01,,,1.42,,783.06
2000-07-24,KOSDAQ,코스닥,12.9,,,,,1169.1
2000-07-24,KOSPI,코스피,27.36,,,1.51,,737.89
2000-07-25,KOSDAQ,코스닥,12.5,,,,,1172.7
2000-07-25,KOSPI,코스피,27.35,,,1.51,,737.64
2000-07-26,KOSDAQ,코스닥,12.9,,,,,1182.3
2000-07-26,KOSPI,코스피,19.21,,,1.65,,743.84
2000-07-27,KOSDAQ,코스닥,13.4,,,,,1185.8
2000-07-27,KOSPI,코스피,18.79,,,1.69,,727.68
2000-07-28,KOSDAQ,코스닥,13.3,,,,,1144.5
2000-07-28,KOSPI,코스피,17.89,,,1.78,,692.65
2000-07-31,KOSDAQ,코스닥,13.1,,,,,1158
2000-07-31,KOSPI,코스피,18.23,,,1.74,,705.97
2000-08-01,KOSDAQ,코스닥,13.8,,,,,1203.1
2000-08-01,KOSPI,코스피,18.77,,,1.69,,727.1
2000-08-02,KOSDAQ,코스닥,14.2,,,,,1209.2
2000-08-02,KOSPI,코스피,18.81,,,1.69,,728.33
2000-08-03,KOSDAQ,코스닥,14.6,,,,,1265.1
2000-08-03,KOSPI,코스피,18.64,,,1.7,,722.08
2000-08-04,KOSDAQ,코스닥,14.7,,,,,1238.8
2000-08-04,KOSPI,코스피,18.34,,,1.73,,710
2000-08-07,KOSDAQ,코스닥,14.6,,,,,1194.9
2000-08-07,KOSPI,코스피,17.4,,,1.83,,675.59
2000-08-08,KOSDAQ,코스닥,14.9,,,,,1172.6
2000-08-08,KOSPI,코스피,17.39,,,1.86,,666.08
2000-08-09,KOSDAQ,코스닥,14.5,,,,,1190.7
2000-08-09,KOSPI,코스피,18.56,,,1.74,,710.23
2000-08-10,KOSDAQ,코스닥,14.5,,,,,1184.2
2000-08-10,KOSPI,코스피,19.07,,,1.69,,729.28
2000-08-11,KOSDAQ,코스닥,13.9,,,,,1163.9
2000-08-11,KOSPI,코스피,18.89,,,1.71,,722.21
2000-08-14,KOSDAQ,코스닥,13.7,,,,,1158.2
2000-08-14,KOSPI,코스피,19.17,,,1.68,,733.25
2000-08-16,KOSDAQ,코스닥,14.1,,,,,1186.6
2000-08-16,KOSPI,코스피,19.63,,,1.64,,751.14
2000-08-17,KOSDAQ,코스닥,14.1,,,,,1169.8
2000-08-17,KOSPI,코스피,19.41,,,1.66,,743.49
2000-08-18,KOSDAQ,코스닥,13.7,,,,,1148.6
2000-08-18,KOSPI,코스피,19.02,,,1.7,,728.32
2000-08-21,KOSDAQ,코스닥,13.6,,,,,1124.8
2000-08-21,KOSPI,코스피,18.83,,,1.71,,722.58
2000-08-22,KOSDAQ,코스닥,13.7,,,,,1138.2
2000-08-22,KOSPI,코스피,19.25,,,1.67,,738.61
2000-08-23,KOSDAQ,코스닥,13.4,,,,,1100.7
2000-08-23,KOSPI,코스피,18.74,,,1.72,,719.79
2000-08-24,KOSDAQ,코스닥,13,,,,,1071.6
2000-08-24,KOSPI,코스피,18.71,,,1.72,,718.86
2000-08-25,KOSDAQ,코스닥,13,,,,,1080.2
2000-08-25,KOSPI,코스피,18.99,,,1.69,,729.8
2000-08-28,KOSDAQ,코스닥,13.6,,,,,1156.8
2000-08-28,KOSPI,코스피,19.05,,,1.69,,731.81
2000-08-29,KOSDAQ,코스닥,13.3,,,,,1128.3
2000-08-29,KOSPI,코스피,19.05,,,1.69,,731.56
2000-08-30,KOSDAQ,코스닥,13.2,,,,,1119.5
2000-08-30,KOSPI,코스피,18.72,,,1.72,,718.93
2000-08-31,KOSDAQ,코스닥,12.8,,,,,1085.9
2000-08-31,KOSPI,코스피,17.95,,,1.79,,688.62
2000-09-01,KOSDAQ,코스닥,12.8,,,,,1089.4
2000-09-01,KOSPI,코스피,18.1,,,1.78,,692.19
2000-09-04,KOSDAQ,코스닥,12.6,,,,,1076.3
2000-09-04,KOSPI,코스피,17.94,,,1.81,,681.3
2000-09-05,KOSDAQ,코스닥,12.5,,,,,1077.2
2000-09-05,KOSPI,코스피,17.9,,,1.82,,679.24
2000-09-06,KOSDAQ,코스닥,12.5,,,,,1074.1
2000-09-06,KOSPI,코스피,17.83,,,1.82,,676.69
2000-09-07,KOSDAQ,코스닥,11.7,,,,,1019.9
2000-09-07,KOSPI,코스피,17.3,,,1.88,,656.37
2000-09-08,KOSDAQ,코스닥,11.5,,,,,1023.7
2000-09-08,KOSPI,코스피,17.3,,,1.89,,653.68
2000-09-14,KOSDAQ,코스닥,11.2,,,,,1020.7
2000-09-14,KOSPI,코스피,17.22,,,1.9,,650.14
2000-09-15,KOSDAQ,코스닥,11,,,,,992.5
2000-09-15,KOSPI,코스피,16.63,,,1.96,,628.2
2000-09-18,KOSDAQ,코스닥,9.8,,,,,886.5
2000-09-18,KOSPI,코스피,15.29,,,2.14,,577.56
2000-09-19,KOSDAQ,코스닥,9.1,,,,,842.2
2000-09-19,KOSPI,코스피,15.11,,,2.16,,571.17
2000-09-20,KOSDAQ,코스닥,9.3,,,,,872.3
2000-09-20,KOSPI,코스피,15.31,,,2.05,,606.08
2000-09-21,KOSDAQ,코스닥,8.7,,,,,828.5
2000-09-21,KOSPI,코스피,15.07,,,2.08,,595.99
2000-09-22,KOSDAQ,코스닥,7.8,,,,,764.6
2000-09-22,KOSPI,코스피,14.01,,,2.24,,553.25
2000-09-25,KOSDAQ,코스닥,8,,,,,791.8
2000-09-25,KOSPI,코스피,14.81,,,2.12,,584.63
2000-09-26,KOSDAQ,코스닥,8.3,,,,,815.4
2000-09-26,KOSPI,코스피,14.9,,,2.1,,587.6
2000-09-27,KOSDAQ,코스닥,9,,,,,865.7
2000-09-27,KOSPI,코스피,15.14,,,2.06,,599.31
2000-09-28,KOSDAQ,코스닥,9.1,,,,,868.6
2000-09-28,KOSPI,코스피,15.31,,,2.04,,605.85
2000-09-29,KOSDAQ,코스닥,9.4,,,,,901.7
2000-09-29,KOSPI,코스피,15.5,,,2.02,,613.22
2000-10-02,KOSDAQ,코스닥,9.4,,,,,903.3
2000-10-02,KOSPI,코스피,14.89,,,2.1,,589.22
2000-10-04,KOSDAQ,코스닥,9.6,,,,,897
2000-10-04,KOSPI,코스피,16.24,,,2.06,,598.42
2000-10-05,KOSDAQ,코스닥,9.8,,,,,922.8
2000-10-05,KOSPI,코스피,16.53,,,2.03,,606.79
2000-10-06,KOSDAQ,코스닥,9.9,,,,,938.2
2000-10-06,KOSPI,코스피,16.6,,,2.03,,608.85
2000-10-09,KOSDAQ,코스닥,9.9,,,,,935.5
2000-10-09,KOSPI,코스피,16.05,,,2.09,,589.18
2000-10-10,KOSDAQ,코스닥,9.9,,,,,930.4
2000-10-10,KOSPI,코스피,16.05,,,2.1,,588.34
2000-10-11,KOSDAQ,코스닥,9.3,,,,,858.5
2000-10-11,KOSPI,코스피,15.22,,,2.21,,557.18
2000-10-12,KOSDAQ,코스닥,9.3,,,,,839.5
2000-10-12,KOSPI,코스피,14.6,,,2.31,,534.71
2000-10-13,KOSDAQ,코스닥,8.7,,,,,800.2
2000-10-13,KOSPI,코스피,14.33,,,2.35,,524.6
2000-10-16,KOSDAQ,코스닥,9.3,,,,,867.1
2000-10-16,KOSPI,코스피,15.43,,,2.24,,550.1
2000-10-17,KOSDAQ,코스닥,8.8,,,,,804
2000-10-17,KOSPI,코스피,14.4,,,2.4,,512.85
2000-10-18,KOSDAQ,코스닥,8.7,,,,,802.6
2000-10-18,KOSPI,코스피,14.44,,,2.39,,514.17
2000-10-19,KOSDAQ,코스닥,8.7,,,,,798.4
2000-10-19,KOSPI,코스피,14.45,,,2.39,,515.04
2000-10-20,KOSDAQ,코스닥,8.9,,,,,826.2
2000-10-20,KOSPI,코스피,14.59,,,2.26,,545.97
2000-10-23,KOSDAQ,코스닥,8.7,,,,,796.4
2000-10-23,KOSPI,코스피,14.12,,,2.34,,528.37
2000-10-24,KOSDAQ,코스닥,8.9,,,,,808.9
2000-10-24,KOSPI,코스피,14.57,,,2.27,,545.05
2000-10-25,KOSDAQ,코스닥,9.1,,,,,808.6
2000-10-25,KOSPI,코스피,14.52,,,2.28,,542.33
2000-10-26,KOSDAQ,코스닥,9.3,,,,,793.8
2000-10-26,KOSPI,코스피,14.04,,,2.36,,523.67
2000-10-27,KOSDAQ,코스닥,9.5,,,,,783.7
2000-10-27,KOSPI,코스피,13.81,,,2.39,,515.34
2000-10-30,KOSDAQ,코스닥,8.8,,,,,741.8
2000-10-30,KOSPI,코스피,13.53,,,2.44,,504.73
2000-10-31,KOSDAQ,코스닥,8.6,,,,,746.8
2000-10-31,KOSPI,코스피,13.8,,,2.4,,514.48
2000-11-01,KOSDAQ,코스닥,9,,,,,763.6
2000-11-01,KOSPI,코스피,14.71,,,2.25,,548.76
2000-11-02,KOSDAQ,코스닥,9.2,,,,,782.5
2000-11-02,KOSPI,코스피,15.16,,,2.21,,558.1
2000-11-03,KOSDAQ,코스닥,9.6,,,,,795.4
2000-11-03,KOSPI,코스피,15.21,,,2.21,,560.41
2000-11-06,KOSDAQ,코스닥,10.1,,,,,804.6
2000-11-06,KOSPI,코스피,15.1,,,2.22,,556.66
2000-11-07,KOSDAQ,코스닥,10.2,,,,,796.3
2000-11-07,KOSPI,코스피,15.02,,,2.23,,553.35
2000-11-08,KOSDAQ,코스닥,10.6,,,,,793.1
2000-11-08,KOSPI,코스피,15.61,,,2.21,,558.09
2000-11-09,KOSDAQ,코스닥,11.2,,,,,801.1
2000-11-09,KOSPI,코스피,15.68,,,2.2,,560.66
2000-11-10,KOSDAQ,코스닥,10.8,,,,,808.3
2000-11-10,KOSPI,코스피,15.81,,,2.18,,565.18
2000-11-13,KOSDAQ,코스닥,10.3,,,,,780.7
2000-11-13,KOSPI,코스피,15.08,,,2.29,,538.94
2000-11-14,KOSDAQ,코스닥,11,,,,,800.9
2000-11-14,KOSPI,코스피,15.46,,,2.23,,552.99
2000-11-15,KOSDAQ,코스닥,11,,,,,816.4
2000-11-15,KOSPI,코스피,15.53,,,2.21,,557.48
2000-11-16,KOSDAQ,코스닥,10.9,,,,,808.6
2000-11-16,KOSPI,코스피,15.47,,,2.22,,555.04
2000-11-17,KOSDAQ,코스닥,10.9,,,,,806.8
2000-11-17,KOSPI,코스피,15.36,,,2.24,,551.26
2000-11-20,KOSDAQ,코스닥,10.8,,,,,801.7
2000-11-20,KOSPI,코스피,14.97,,,2.29,,537.4
2000-11-21,KOSDAQ,코스닥,10.9,,,,,787
2000-11-21,KOSPI,코스피,14.79,,,2.32,,531.45
2000-11-22,KOSDAQ,코스닥,10.5,,,,,771.3
2000-11-22,KOSPI,코스피,14.53,,,2.36,,522.33
2000-11-23,KOSDAQ,코스닥,9.7,,,,,728.3
2000-11-23,KOSPI,코스피,14.29,,,2.4,,514.31
2000-11-24,KOSDAQ,코스닥,9.8,,,,,735
2000-11-24,KOSPI,코스피,14.82,,,2.33,,530.84
2000-11-27,KOSDAQ,코스닥,25.9,,,,,759.4
2000-11-27,KOSPI,코스피,15.46,,,2.23,,554.04
2000-11-28,KOSDAQ,코스닥,24.7,,,,,725
2000-11-28,KOSPI,코스피,14.99,,,2.3,,536.94
2000-11-29,KOSDAQ,코스닥,23.2,,,,,684.5
2000-11-29,KOSPI,코스피,14.43,,,2.39,,516.44
2000-11-30,KOSDAQ,코스닥,23.7,,,,,672.6
2000-11-30,KOSPI,코스피,14.22,,,2.42,,509.23
2000-12-01,KOSDAQ,코스닥,23.9,,,,,678.1
2000-12-01,KOSPI,코스피,14.38,,,2.4,,514.46
2000-12-04,KOSDAQ,코스닥,23.4,,,,,663.8
2000-12-04,KOSPI,코스피,14.02,,,2.46,,501.73
2000-12-05,KOSDAQ,코스닥,23.6,,,,,669.6
2000-12-05,KOSPI,코스피,14.45,,,2.39,,516.96
2000-12-06,KOSDAQ,코스닥,23.8,,,,,675.4
2000-12-06,KOSPI,코스피,14.48,,,2.38,,517.89
2000-12-07,KOSDAQ,코스닥,23.8,,,,,677.2
2000-12-07,KOSPI,코스피,14.65,,,2.35,,523.78
2000-12-08,KOSDAQ,코스닥,24.1,,,,,684.1
2000-12-08,KOSPI,코스피,16.13,,,2.3,,534.81
2000-12-11,KOSDAQ,코스닥,25,,,,,711.1
2000-12-11,KOSPI,코스피,16.74,,,2.22,,554.8
2000-12-12,KOSDAQ,코스닥,24.5,,,,,697.7
2000-12-12,KOSPI,코스피,16.42,,,2.27,,543.08
2000-12-13,KOSDAQ,코스닥,22.6,,,,,707.5
2000-12-13,KOSPI,코스피,16.86,,,2.21,,557.84
2000-12-14,KOSDAQ,코스닥,22.7,,,,,708.5
2000-12-14,KOSPI,코스피,16.54,,,2.25,,547.38
2000-12-15,KOSDAQ,코스닥,21.7,,,,,679.4
2000-12-15,KOSPI,코스피,16.14,,,2.31,,534
2000-12-18,KOSDAQ,코스닥,21.3,,,,,665.7
2000-12-18,KOSPI,코스피,16.31,,,2.29,,539.27
2000-12-19,KOSDAQ,코스닥,20.3,,,,,634
2000-12-19,KOSPI,코스피,16.05,,,2.32,,530.8
2000-12-20,KOSDAQ,코스닥,18.9,,,,,589.8
2000-12-20,KOSPI,코스피,15.57,,,2.39,,514.21
2000-12-21,KOSDAQ,코스닥,17.8,,,,,560.6
2000-12-21,KOSPI,코스피,15.6,,,2.4,,511.9
2000-12-22,KOSDAQ,코스닥,16.7,,,,,526.7
2000-12-22,KOSPI,코스피,15.22,,,2.46,,500.6
2000-12-26,KOSDAQ,코스닥,16.6,,,,,525.8
2000-12-26,KOSPI,코스피,15.34,,,2.44,,504.62
2001-01-02,KOSDAQ,코스닥,17.5,,,,,557
2001-01-02,KOSPI,코스피,15.89,,,2.37,,520.95
2001-01-03,KOSDAQ,코스닥,17.8,,,,,569
2001-01-03,KOSPI,코스피,15.89,,,2.37,,521.43
2001-01-04,KOSDAQ,코스닥,19.3,,,,,615.1
2001-01-04,KOSPI,코스피,16.99,,,2.22,,558.02
2001-01-05,KOSDAQ,코스닥,19.6,,,,,625.2
2001-01-05,KOSPI,코스피,17.69,,,2.13,,580.85
2001-01-08,KOSDAQ,코스닥,20.4,,,,,650
2001-01-08,KOSPI,코스피,17.87,,,2.11,,586.65
2001-01-09,KOSDAQ,코스닥,21.2,,,,,678.2
2001-01-09,KOSPI,코스피,18.06,,,2.1,,589.92
2001-01-10,KOSDAQ,코스닥,19.9,,,,,639.6
2001-01-10,KOSPI,코스피,17.17,,,2.21,,560.81
2001-01-11,KOSDAQ,코스닥,20.8,,,,,675.1
